"IDpol","ClaimNb","Exposure","VehPower","VehAge","DrivAge","BonusMalus","VehBrand","VehGas","Area","Density","Region","TotalClaimAmount","DrivAge_Band","BM_Band"
"1140712",1,0.68,6,10,37,67,"B1","Diesel","C",153,"Bretagne",1759.72,"[35,45)","[60,70)"
"1140790",1,1,7,14,31,80,"B1","Regular","A",27,"Centre",1128.12,"[25,35)","[80,90)"
"1140796",1,1,6,4,46,50,"B2","Diesel","D",741,"Centre",1128.12,"[45,55)","[49,60)"
"1140806",1,1,5,12,37,58,"B5","Diesel","B",51,"Pays-de-la-Loire",1128.12,"[35,45)","[49,60)"
"1140813",1,0.15,6,4,50,50,"B1","Diesel","A",30,"Centre",2239.56,"[45,55)","[49,60)"
"1140888",1,1,6,3,50,50,"B2","Diesel","C",105,"Centre",2527.81,"[45,55)","[49,60)"
"1140899",1,1,4,11,46,50,"B2","Regular","C",191,"Haute-Normandie",1128.12,"[45,55)","[49,60)"
"1140927",1,1,4,20,46,50,"B2","Regular","A",41,"Centre",1128,"[45,55)","[49,60)"
"1140936",1,0.41,5,3,53,50,"B3","Diesel","B",67,"Centre",287.81,"[45,55)","[49,60)"
"1140949",2,1,7,5,45,50,"B3","Regular","A",29,"Centre",1218.31,"[45,55)","[49,60)"
"1140963",1,0.19,4,18,44,50,"B1","Regular","E",3657,"Rhone-Alpes",731.67,"[35,45)","[49,60)"
"1140999",1,1,5,9,43,50,"B2","Diesel","E",9307,"Rhone-Alpes",1128,"[35,45)","[49,60)"
"1141092",1,1,6,2,63,50,"B4","Diesel","D",831,"Poitou-Charentes",1128,"[55,65)","[49,60)"
"1141104",1,0.52,7,8,59,50,"B2","Diesel","E",3541,"Pays-de-la-Loire",3523.91,"[55,65)","[49,60)"
"1141142",1,0.85,6,5,36,50,"B3","Diesel","C",312,"Bretagne",1128,"[35,45)","[49,60)"
"1141144",1,0.69,7,5,35,71,"B5","Diesel","B",58,"Bretagne",2713.23,"[35,45)","[70,80)"
"1141184",1,1,7,2,56,50,"B13","Regular","D",575,"Bretagne",1524.49,"[55,65)","[49,60)"
"1141257",1,0.78,5,12,48,62,"B4","Regular","E",4128,"Pays-de-la-Loire",161.85,"[45,55)","[60,70)"
"1141300",1,0.75,7,2,59,50,"B1","Regular","D",1579,"Bretagne",95.22,"[55,65)","[49,60)"
"1141307",1,1,4,3,33,56,"B1","Regular","C",473,"Bretagne",1128,"[25,35)","[49,60)"
"1141318",1,0.75,8,10,51,50,"B5","Regular","D",747,"Bretagne",1346.68,"[45,55)","[49,60)"
"1141323",1,1,6,10,49,50,"B1","Diesel","C",229,"Bretagne",1128,"[45,55)","[49,60)"
"1141333",1,1,7,1,34,72,"B6","Regular","E",3541,"Pays-de-la-Loire",65.9,"[25,35)","[70,80)"
"1141342",1,1,8,7,65,50,"B6","Diesel","D",634,"Bretagne",2256.25,"[65,100]","[49,60)"
"1141440",1,0.25,6,3,47,68,"B5","Diesel","D",1376,"Ile-de-France",4765.56,"[45,55)","[60,70)"
"1141456",1,1,4,5,71,73,"B2","Diesel","A",23,"Centre",1128.12,"[65,100]","[70,80)"
"1141611",1,1,5,9,40,51,"B5","Diesel","D",1296,"Centre",65.59,"[35,45)","[49,60)"
"1141635",1,1,6,12,83,85,"B14","Regular","F",27000,"Ile-de-France",560.78,"[65,100]","[80,90)"
"1141656",1,1,4,2,46,67,"B4","Regular","A",26,"Centre",7145,"[45,55)","[60,70)"
"1141688",1,0.55,10,10,51,50,"B6","Regular","E",9307,"Rhone-Alpes",1128.12,"[45,55)","[49,60)"
"1141696",1,1,13,15,50,50,"B11","Regular","A",44,"Centre",1128,"[45,55)","[49,60)"
"1141711",2,1,8,9,62,72,"B1","Diesel","D",1974,"Poitou-Charentes",2256.12,"[55,65)","[70,80)"
"1141777",1,0.8,5,1,35,50,"B1","Regular","E",4456,"Aquitaine",76.64,"[35,45)","[49,60)"
"1141804",1,1,4,9,36,75,"B1","Regular","C",394,"Centre",1128.12,"[35,45)","[70,80)"
"1141812",1,1,5,10,35,50,"B5","Diesel","B",65,"Pays-de-la-Loire",80.29,"[35,45)","[49,60)"
"1141841",1,1,6,11,33,106,"B1","Diesel","A",26,"Centre",118.68,"[25,35)","[100,250]"
"1141875",1,0.89,7,11,35,50,"B2","Diesel","D",522,"Pays-de-la-Loire",1600.16,"[35,45)","[49,60)"
"1141907",1,1,5,4,42,50,"B1","Regular","D",713,"Pays-de-la-Loire",959.71,"[35,45)","[49,60)"
"1142082",1,1,6,6,41,50,"B2","Diesel","D",530,"Centre",1128,"[35,45)","[49,60)"
"1142129",1,0.45,7,7,31,80,"B1","Regular","C",394,"Centre",71.65,"[25,35)","[80,90)"
"1142137",1,1,5,6,58,50,"B2","Diesel","D",522,"Pays-de-la-Loire",947.75,"[55,65)","[49,60)"
"1142145",1,0.5,8,11,33,54,"B10","Diesel","D",657,"Poitou-Charentes",4466.61,"[25,35)","[49,60)"
"1142146",1,0.49,6,6,33,54,"B1","Diesel","D",657,"Poitou-Charentes",2558.86,"[25,35)","[49,60)"
"1142175",1,0.26,8,19,28,50,"B1","Regular","D",1313,"Centre",76.63,"[25,35)","[49,60)"
"1142329",1,0.96,5,16,43,69,"B2","Regular","B",91,"Centre",1171.02,"[35,45)","[60,70)"
"1142374",1,0.95,5,13,44,50,"B2","Diesel","A",8,"Centre",194.45,"[35,45)","[49,60)"
"1142408",1,1,6,4,72,50,"B2","Diesel","A",20,"Centre",1865.38,"[65,100]","[49,60)"
"1142461",1,0.5,8,6,78,50,"B10","Regular","A",13,"Centre",1128.12,"[65,100]","[49,60)"
"1142519",1,0.39,5,11,34,64,"B2","Diesel","C",133,"Rhone-Alpes",1516.13,"[25,35)","[60,70)"
"1142520",1,0.05,5,7,34,64,"B1","Diesel","C",133,"Rhone-Alpes",4014.02,"[25,35)","[60,70)"
"1142577",1,1,5,6,35,51,"B3","Diesel","E",4116,"Centre",247.76,"[35,45)","[49,60)"
"1142637",1,0.95,6,7,63,50,"B12","Regular","A",16,"Centre",2681.56,"[55,65)","[49,60)"
"1142670",1,0.98,7,11,52,68,"B1","Regular","E",3859,"Rhone-Alpes",1634.37,"[45,55)","[60,70)"
"1142686",1,0.91,5,10,31,66,"B3","Diesel","E",3946,"Rhone-Alpes",72.69,"[25,35)","[60,70)"
"1142735",1,0.24,6,5,34,90,"B5","Regular","E",4172,"Rhone-Alpes",1128,"[25,35)","[90,100)"
"1142754",1,0.73,5,2,42,52,"B5","Regular","C",220,"Rhone-Alpes",150.41,"[35,45)","[49,60)"
"1142760",1,1,5,6,29,100,"B2","Diesel","C",455,"Languedoc-Roussillon",1128.12,"[25,35)","[100,250]"
"1142849",1,0.75,5,14,68,50,"B1","Regular","A",38,"Centre",1128.12,"[65,100]","[49,60)"
"1142862",1,1,5,3,78,50,"B1","Regular","A",31,"Centre",3076.11,"[65,100]","[49,60)"
"1142868",1,1,8,5,45,68,"B2","Diesel","D",1313,"Centre",1128.12,"[45,55)","[60,70)"
"1142995",1,0.89,4,12,50,50,"B2","Regular","A",13,"Centre",1681.07,"[45,55)","[49,60)"
"1143033",1,1,5,16,49,50,"B2","Diesel","D",1313,"Centre",1128,"[45,55)","[49,60)"
"1143066",2,1,5,5,30,83,"B3","Diesel","A",13,"Centre",2256.24,"[25,35)","[80,90)"
"1143128",1,1,8,11,73,50,"B12","Regular","A",45,"Centre",1128.12,"[65,100]","[49,60)"
"1143358",1,1,7,15,36,90,"B1","Regular","C",189,"Rhone-Alpes",1128.12,"[35,45)","[90,100)"
"1143381",1,1,6,8,33,51,"B12","Diesel","B",62,"Bretagne",1340.21,"[25,35)","[49,60)"
"1143384",1,1,5,12,30,106,"B2","Diesel","D",1604,"Pays-de-la-Loire",21494.43,"[25,35)","[100,250]"
"1143386",1,0.51,11,13,36,54,"B1","Regular","C",238,"Poitou-Charentes",1507.09,"[35,45)","[49,60)"
"1143422",1,1,7,10,37,50,"B2","Diesel","C",283,"Basse-Normandie",1128,"[35,45)","[49,60)"
"1143438",1,1,10,11,44,50,"B5","Diesel","C",167,"Pays-de-la-Loire",1128.12,"[35,45)","[49,60)"
"1143472",1,1,7,4,46,52,"B5","Regular","D",983,"Pays-de-la-Loire",1128,"[45,55)","[49,60)"
"1143482",1,0.71,4,2,31,54,"B2","Regular","A",44,"Pays-de-la-Loire",2502.92,"[25,35)","[49,60)"
"1143518",1,1,8,11,45,50,"B12","Diesel","A",42,"Pays-de-la-Loire",1964.16,"[45,55)","[49,60)"
"1143603",1,1,7,6,59,77,"B6","Diesel","A",26,"Poitou-Charentes",1128.12,"[55,65)","[70,80)"
"1143618",1,0.59,6,9,40,57,"B1","Diesel","A",39,"Bretagne",1051.77,"[35,45)","[49,60)"
"1143685",1,0.64,4,6,72,50,"B2","Regular","B",50,"Centre",1128.12,"[65,100]","[49,60)"
"1143787",1,1,6,12,35,63,"B1","Diesel","C",109,"Centre",591.22,"[35,45)","[60,70)"
"1143950",1,1,7,9,51,50,"B2","Regular","B",61,"Centre",649.54,"[45,55)","[49,60)"
"1144141",1,1,7,1,38,60,"B11","Diesel","A",48,"Centre",1128,"[35,45)","[60,70)"
"1144143",1,1,10,15,58,57,"B10","Regular","F",27000,"Ile-de-France",1128.12,"[55,65)","[49,60)"
"1144171",1,1,5,13,34,50,"B1","Regular","E",2805,"Ile-de-France",1128,"[25,35)","[49,60)"
"1144176",1,0.68,4,11,30,54,"B2","Regular","D",826,"Poitou-Charentes",184.12,"[25,35)","[49,60)"
"1144204",1,1,4,25,71,50,"B1","Diesel","B",59,"Centre",1128,"[65,100]","[49,60)"
"1144224",1,1,7,10,45,50,"B6","Diesel","B",79,"Poitou-Charentes",2256.24,"[45,55)","[49,60)"
"1144259",1,0.48,6,8,36,60,"B1","Diesel","D",1064,"Centre",1217.99,"[35,45)","[60,70)"
"1144297",1,1,7,4,29,95,"B3","Regular","D",1943,"Centre",1128.12,"[25,35)","[90,100)"
"1144299",1,1,5,10,58,50,"B2","Regular","D",831,"Poitou-Charentes",1128,"[55,65)","[49,60)"
"1144323",1,1,4,16,61,50,"B6","Regular","B",82,"Poitou-Charentes",1128,"[55,65)","[49,60)"
"1144371",1,0.43,7,13,60,62,"B3","Regular","B",55,"Rhone-Alpes",1128.12,"[55,65)","[60,70)"
"1144381",1,1,7,3,57,50,"B1","Regular","D",1027,"Centre",1128.12,"[55,65)","[49,60)"
"1144398",1,0.7,8,7,37,60,"B6","Diesel","D",761,"Rhone-Alpes",3992.84,"[35,45)","[60,70)"
"1144451",1,1,7,11,37,60,"B3","Regular","B",79,"Centre",1285.53,"[35,45)","[60,70)"
"1144492",1,1,6,7,68,62,"B1","Regular","C",378,"Rhone-Alpes",609.8,"[65,100]","[60,70)"
"1144510",1,1,6,14,79,56,"B2","Diesel","E",9307,"Rhone-Alpes",1128.12,"[65,100]","[49,60)"
"1144518",1,1,5,7,37,50,"B1","Regular","E",2415,"Rhone-Alpes",252.4,"[35,45)","[49,60)"
"1144524",1,1,6,3,33,50,"B13","Diesel","C",206,"Rhone-Alpes",567.7,"[25,35)","[49,60)"
"1144560",1,1,6,3,41,50,"B5","Diesel","A",14,"Basse-Normandie",828.84,"[35,45)","[49,60)"
"1144611",1,1,9,6,49,53,"B2","Regular","D",1329,"Ile-de-France",65.78,"[45,55)","[49,60)"
"1144613",1,1,6,17,66,74,"B5","Regular","D",879,"Rhone-Alpes",152.45,"[65,100]","[70,80)"
"1144653",1,0.94,7,30,49,60,"B2","Diesel","E",2415,"Rhone-Alpes",1128,"[45,55)","[60,70)"
"1144662",1,1,7,15,61,72,"B2","Regular","E",5449,"Rhone-Alpes",85.97,"[55,65)","[70,80)"
"1144703",1,0.41,7,4,41,50,"B1","Regular","E",3386,"Bretagne",1128.12,"[35,45)","[49,60)"
"1144843",2,1,11,3,51,60,"B12","Diesel","A",8,"Bourgogne",2256.12,"[45,55)","[60,70)"
"1144866",1,1,6,13,32,68,"B2","Regular","B",95,"Pays-de-la-Loire",12.19,"[25,35)","[60,70)"
"1144929",1,1,7,9,31,76,"B13","Regular","E",4128,"Pays-de-la-Loire",1652.12,"[25,35)","[70,80)"
"1144958",1,1,11,23,48,55,"B1","Diesel","A",20,"Poitou-Charentes",338.39,"[45,55)","[49,60)"
"1145000",1,0.75,4,5,41,76,"B1","Regular","D",634,"Bretagne",1128,"[35,45)","[70,80)"
"1145004",1,0.85,5,6,70,50,"B2","Regular","B",94,"Bretagne",1128,"[65,100]","[49,60)"
"1145110",1,1,7,1,56,58,"B3","Diesel","C",205,"Poitou-Charentes",1128,"[55,65)","[49,60)"
"1145280",1,1,8,22,64,80,"B10","Diesel","C",229,"Bretagne",1128.12,"[55,65)","[80,90)"
"1145459",1,1,6,10,87,50,"B1","Regular","A",37,"Centre",1459.25,"[65,100]","[49,60)"
"1145521",1,0.77,6,1,39,50,"B2","Diesel","D",657,"Poitou-Charentes",27.64,"[35,45)","[49,60)"
"1145557",1,1,4,10,32,64,"B2","Regular","E",4393,"Ile-de-France",849,"[25,35)","[60,70)"
"1145580",1,0.2,6,7,31,57,"B2","Diesel","C",311,"Aquitaine",1128.12,"[25,35)","[49,60)"
"1145621",1,0.5,8,15,42,57,"B11","Regular","A",38,"Bretagne",1128.12,"[35,45)","[49,60)"
"1145652",1,1,6,3,51,50,"B1","Diesel","C",131,"Centre",572.56,"[45,55)","[49,60)"
"1145654",1,1,5,10,53,52,"B2","Diesel","B",54,"Poitou-Charentes",1857.29,"[45,55)","[49,60)"
"1145661",1,0.75,6,12,39,60,"B1","Diesel","A",30,"Centre",1628.12,"[35,45)","[60,70)"
"1145815",1,0.01,7,7,50,83,"B2","Diesel","C",126,"Centre",3353.98,"[45,55)","[80,90)"
"1145825",1,1,7,14,71,50,"B1","Regular","D",1064,"Centre",630.12,"[65,100]","[49,60)"
"1145859",1,0.34,7,6,29,54,"B2","Diesel","C",141,"Rhone-Alpes",1412.02,"[25,35)","[49,60)"
"1145871",1,1,7,3,48,50,"B1","Diesel","C",405,"Centre",1128,"[45,55)","[49,60)"
"1145888",1,1,5,10,43,50,"B5","Diesel","D",741,"Centre",1128.12,"[35,45)","[49,60)"
"1145924",1,1,6,8,42,50,"B5","Diesel","B",57,"Pays-de-la-Loire",1128,"[35,45)","[49,60)"
"1145974",1,0.72,9,1,57,71,"B2","Regular","C",467,"Centre",574.24,"[55,65)","[70,80)"
"1146141",1,1,5,9,48,50,"B4","Diesel","B",94,"Bretagne",1105.27,"[45,55)","[49,60)"
"1146171",1,1,8,2,59,50,"B10","Diesel","C",287,"Bretagne",623.43,"[55,65)","[49,60)"
"1146198",2,0.83,6,8,52,56,"B1","Diesel","B",91,"Centre",2256.12,"[45,55)","[49,60)"
"1146211",1,1,6,5,31,85,"B1","Diesel","A",20,"Centre",1128,"[25,35)","[80,90)"
"1146220",1,1,7,3,51,62,"B1","Diesel","C",131,"Centre",948.43,"[45,55)","[60,70)"
"1146329",1,0.36,4,7,45,50,"B2","Diesel","D",1895,"Franche-Comte",1128.12,"[45,55)","[49,60)"
"1146332",1,1,10,7,47,50,"B12","Diesel","C",146,"Bretagne",432.63,"[45,55)","[49,60)"
"1146344",1,0.64,4,3,37,95,"B1","Regular","E",4128,"Pays-de-la-Loire",1128,"[35,45)","[90,100)"
"1146465",1,1,7,6,68,50,"B2","Regular","C",405,"Centre",2196.1,"[65,100]","[49,60)"
"1146481",1,0.36,7,11,36,76,"B2","Regular","C",120,"Centre",1128.12,"[35,45)","[70,80)"
"1146539",1,1,7,1,36,125,"B2","Diesel","B",66,"Pays-de-la-Loire",1484.07,"[35,45)","[100,250]"
"1146641",1,0.5,5,6,38,50,"B5","Diesel","A",29,"Corse",1179.7,"[35,45)","[49,60)"
"1146672",1,0.91,5,11,32,57,"B2","Diesel","D",1182,"Rhone-Alpes",1128,"[25,35)","[49,60)"
"1146710",1,1,5,10,54,50,"B5","Diesel","A",10,"Centre",403.58,"[45,55)","[49,60)"
"1146730",1,0.91,11,5,56,50,"B6","Regular","C",461,"Bretagne",1128.12,"[55,65)","[49,60)"
"1146735",1,0.06,7,8,51,62,"B1","Diesel","A",33,"Bretagne",2302.57,"[45,55)","[60,70)"
"1147021",1,0.61,8,10,56,62,"B6","Diesel","B",73,"Centre",1128,"[55,65)","[60,70)"
"1147049",1,0.62,6,14,40,68,"B1","Diesel","D",614,"Centre",677.1,"[35,45)","[60,70)"
"1147089",1,1,6,6,66,50,"B3","Regular","B",84,"Pays-de-la-Loire",1128.12,"[65,100]","[49,60)"
"1147117",2,1,7,5,54,100,"B2","Regular","C",282,"Centre",2256.12,"[45,55)","[100,250]"
"1147147",2,1,6,4,76,62,"B2","Regular","D",614,"Centre",2979.32,"[65,100]","[60,70)"
"1147161",1,1,7,14,53,100,"B1","Regular","C",405,"Centre",18806.7,"[45,55)","[100,250]"
"1147195",1,1,5,7,70,50,"B1","Regular","D",1313,"Centre",213.21,"[65,100]","[49,60)"
"1147238",1,0.16,5,2,32,57,"B2","Diesel","E",2715,"Centre",70.2,"[25,35)","[49,60)"
"1147310",1,1,8,20,70,50,"B1","Diesel","A",32,"Centre",1128.12,"[65,100]","[49,60)"
"1147318",1,0.66,6,14,53,62,"B1","Diesel","B",65,"Bretagne",788.08,"[45,55)","[60,70)"
"1147347",1,0.12,4,12,36,50,"B2","Regular","D",881,"Poitou-Charentes",1067.14,"[35,45)","[49,60)"
"1147357",1,1,7,2,56,50,"B3","Regular","B",58,"Centre",1128,"[55,65)","[49,60)"
"1147371",1,1,6,9,71,50,"B1","Diesel","B",83,"Centre",231.96,"[65,100]","[49,60)"
"1147376",2,0.47,5,2,33,100,"B2","Diesel","B",91,"Pays-de-la-Loire",1571.46,"[25,35)","[100,250]"
"1147410",1,1,5,10,45,58,"B1","Regular","E",4116,"Centre",1128.12,"[45,55)","[49,60)"
"1147461",1,0.68,5,10,61,57,"B3","Diesel","D",644,"Bretagne",1128.12,"[55,65)","[49,60)"
"1147487",1,0.6,10,3,37,51,"B5","Diesel","D",878,"Rhone-Alpes",66,"[35,45)","[49,60)"
"1147578",2,0.73,6,1,50,55,"B2","Diesel","D",983,"Pays-de-la-Loire",1014.61,"[45,55)","[49,60)"
"1147642",1,1,6,7,60,50,"B2","Diesel","D",1284,"Basse-Normandie",386.76,"[55,65)","[49,60)"
"1147707",1,1,5,10,70,80,"B2","Regular","D",983,"Pays-de-la-Loire",1128.12,"[65,100]","[80,90)"
"1147773",1,1,7,5,81,93,"B2","Diesel","D",741,"Centre",564,"[65,100]","[90,100)"
"1147777",1,0.81,7,0,40,50,"B2","Diesel","C",119,"Rhone-Alpes",1128.12,"[35,45)","[49,60)"
"1148101",1,1,7,15,39,76,"B1","Diesel","B",87,"Poitou-Charentes",1128,"[35,45)","[70,80)"
"1148159",1,1,8,1,53,62,"B1","Diesel","B",83,"Centre",1128,"[45,55)","[60,70)"
"1148254",1,1,5,2,35,50,"B2","Diesel","A",14,"Centre",615.43,"[35,45)","[49,60)"
"1148299",1,1,5,8,38,125,"B3","Diesel","C",473,"Bretagne",1128,"[35,45)","[100,250]"
"1148308",1,1,7,1,42,50,"B1","Regular","C",436,"Basse-Normandie",601.65,"[35,45)","[49,60)"
"1148352",1,1,8,4,40,50,"B2","Diesel","A",27,"Centre",1128.12,"[35,45)","[49,60)"
"1148527",1,0.96,7,7,42,50,"B1","Regular","D",1630,"Ile-de-France",327.62,"[35,45)","[49,60)"
"1148660",1,0.78,6,12,28,90,"B6","Diesel","C",128,"Poitou-Charentes",1128.12,"[25,35)","[90,100)"
"1148662",1,1,7,7,44,50,"B2","Regular","E",2472,"Rhone-Alpes",72.55,"[35,45)","[49,60)"
"1148801",2,1,5,13,58,95,"B2","Diesel","D",983,"Pays-de-la-Loire",2256.24,"[55,65)","[90,100)"
"1148883",1,1,8,13,54,50,"B1","Diesel","C",126,"Centre",1128.12,"[45,55)","[49,60)"
"1148946",1,1,9,14,40,66,"B3","Regular","D",1846,"Aquitaine",1128.12,"[35,45)","[60,70)"
"1148949",1,0.8,6,6,52,50,"B2","Diesel","D",839,"Rhone-Alpes",2319.01,"[45,55)","[49,60)"
"1148969",1,0.04,6,7,33,50,"B1","Diesel","A",12,"Aquitaine",834.78,"[25,35)","[49,60)"
"1149012",1,1,5,13,54,50,"B3","Diesel","C",473,"Bretagne",1128.12,"[45,55)","[49,60)"
"1149038",1,1,6,5,79,73,"B13","Diesel","C",405,"Centre",1128,"[65,100]","[70,80)"
"1149148",1,0.83,4,11,35,63,"B2","Regular","A",45,"Centre",1128.12,"[35,45)","[60,70)"
"1149213",1,0.91,11,5,42,56,"B1","Regular","D",713,"Pays-de-la-Loire",564.06,"[35,45)","[49,60)"
"1149308",1,0.13,6,10,35,80,"B1","Diesel","D",754,"Centre",125.51,"[35,45)","[80,90)"
"1149310",1,0.73,5,3,35,100,"B1","Diesel","D",754,"Centre",1528.12,"[35,45)","[100,250]"
"1149328",1,1,7,7,59,50,"B1","Regular","C",300,"Bretagne",78.66,"[55,65)","[49,60)"
"1149388",1,0.76,7,16,47,60,"B3","Regular","C",177,"Languedoc-Roussillon",409.82,"[45,55)","[60,70)"
"1149452",1,1,6,9,31,75,"B1","Diesel","D",1237,"Bretagne",1128.12,"[25,35)","[70,80)"
"1149503",1,1,6,7,37,50,"B2","Diesel","A",40,"Centre",562.62,"[35,45)","[49,60)"
"1149519",1,0.01,7,13,42,80,"B2","Regular","E",2415,"Rhone-Alpes",2565.21,"[35,45)","[80,90)"
"1149521",1,1,6,9,57,50,"B2","Diesel","E",4762,"Provence-Alpes-Cotes-D'Azur",74.35,"[55,65)","[49,60)"
"1149579",1,0.3,5,7,52,148,"B1","Regular","C",122,"Ile-de-France",1128.12,"[45,55)","[100,250]"
"1149635",1,1,6,3,46,50,"B1","Diesel","A",46,"Pays-de-la-Loire",1128,"[45,55)","[49,60)"
"1149710",1,0.5,6,5,36,60,"B2","Diesel","C",116,"Lorraine",69.29,"[35,45)","[60,70)"
"1149720",1,1,4,3,54,52,"B1","Regular","D",1284,"Basse-Normandie",1128.12,"[45,55)","[49,60)"
"1149781",1,1,11,12,41,50,"B2","Regular","C",157,"Auvergne",2133.55,"[35,45)","[49,60)"
"1149803",1,0.27,7,3,36,50,"B1","Diesel","B",91,"Pays-de-la-Loire",1589.31,"[35,45)","[49,60)"
"1149819",1,1,6,9,53,63,"B1","Diesel","A",10,"Centre",1128.12,"[45,55)","[60,70)"
"1149943",1,1,4,10,42,71,"B6","Regular","C",354,"Pays-de-la-Loire",1128.12,"[35,45)","[70,80)"
"1149972",1,0.76,10,5,40,50,"B5","Diesel","C",484,"Pays-de-la-Loire",132.94,"[35,45)","[49,60)"
"1150026",1,1,7,3,35,57,"B6","Diesel","C",189,"Rhone-Alpes",564,"[35,45)","[49,60)"
"1150031",1,0.98,5,17,29,64,"B5","Regular","F",18229,"Ile-de-France",72.93,"[25,35)","[60,70)"
"1150259",1,1,5,6,28,58,"B2","Diesel","E",6336,"Ile-de-France",1074.53,"[25,35)","[49,60)"
"1150280",1,0.46,5,9,31,72,"B1","Regular","C",169,"Pays-de-la-Loire",527.72,"[25,35)","[70,80)"
"1150329",2,0.43,4,11,37,125,"B2","Regular","D",678,"Poitou-Charentes",835.27,"[35,45)","[100,250]"
"1150353",1,0.16,7,10,29,72,"B1","Diesel","B",91,"Centre",1128.12,"[25,35)","[70,80)"
"1150366",1,1,7,7,34,50,"B2","Diesel","A",27,"Centre",577.89,"[25,35)","[49,60)"
"1150382",1,1,7,12,54,72,"B6","Regular","A",39,"Centre",1128.12,"[45,55)","[70,80)"
"1150432",1,1,5,2,33,54,"B4","Diesel","D",878,"Aquitaine",261.38,"[25,35)","[49,60)"
"1150476",1,1,5,1,57,50,"B2","Diesel","D",1284,"Basse-Normandie",80.77,"[55,65)","[49,60)"
"1150500",1,1,6,10,49,50,"B2","Regular","D",989,"Poitou-Charentes",1128.12,"[45,55)","[49,60)"
"1150531",1,0.33,5,4,42,50,"B3","Diesel","C",405,"Centre",1128,"[35,45)","[49,60)"
"1150643",1,1,4,10,46,50,"B2","Regular","E",6681,"Ile-de-France",1128,"[45,55)","[49,60)"
"1150655",2,0.22,7,16,29,80,"B2","Diesel","C",232,"Rhone-Alpes",2256.12,"[25,35)","[80,90)"
"1150772",1,0.05,9,11,32,54,"B3","Regular","A",29,"Centre",1488.58,"[25,35)","[49,60)"
"1150809",1,0.47,7,12,28,85,"B2","Regular","D",1313,"Centre",1128.12,"[25,35)","[80,90)"
"1150810",1,0.52,5,10,28,80,"B2","Diesel","D",1313,"Centre",1128,"[25,35)","[80,90)"
"1150821",1,0.68,5,0,39,50,"B5","Regular","C",473,"Bretagne",1128.12,"[35,45)","[49,60)"
"1150859",1,0.74,6,10,53,90,"B6","Diesel","A",18,"Pays-de-la-Loire",1190.72,"[45,55)","[90,100)"
"1150880",1,0.52,4,0,67,50,"B2","Regular","C",461,"Bretagne",1128.12,"[65,100]","[49,60)"
"1150883",1,0.66,4,8,30,60,"B5","Regular","B",56,"Bretagne",48.13,"[25,35)","[60,70)"
"1150901",1,0.82,10,14,58,50,"B2","Diesel","B",94,"Auvergne",1128.12,"[55,65)","[49,60)"
"1150920",1,0.59,4,1,52,60,"B1","Regular","D",617,"Basse-Normandie",4544.29,"[45,55)","[60,70)"
"1151008",1,0.76,7,6,34,50,"B1","Diesel","C",283,"Aquitaine",1617.41,"[25,35)","[49,60)"
"1151020",1,1,5,7,43,62,"B2","Diesel","A",9,"Centre",1855.08,"[35,45)","[60,70)"
"1151194",1,1,5,3,35,50,"B3","Regular","E",3021,"Bretagne",1128.12,"[35,45)","[49,60)"
"1151264",1,1,4,11,52,50,"B1","Diesel","A",14,"Poitou-Charentes",1128.12,"[45,55)","[49,60)"
"1151302",1,1,8,25,62,56,"B1","Regular","E",4762,"Provence-Alpes-Cotes-D'Azur",1203.58,"[55,65)","[49,60)"
"1151421",1,1,10,10,50,50,"B1","Regular","C",214,"Centre",1128,"[45,55)","[49,60)"
"1151555",1,1,8,22,35,76,"B3","Diesel","D",745,"Rhone-Alpes",4814.05,"[35,45)","[70,80)"
"1151578",1,0.38,5,2,47,57,"B2","Regular","F",27000,"Ile-de-France",1128.12,"[45,55)","[49,60)"
"1151598",1,1,7,9,81,95,"B2","Regular","D",1313,"Centre",1128.12,"[65,100]","[90,100)"
"1151659",1,0.23,8,6,34,80,"B2","Diesel","C",174,"Bretagne",1128,"[25,35)","[80,90)"
"1151669",1,0.44,7,17,31,54,"B1","Diesel","D",511,"Centre",328.44,"[25,35)","[49,60)"
"1151799",1,0.81,7,8,43,80,"B1","Regular","B",72,"Centre",6137.35,"[35,45)","[80,90)"
"1151820",1,1,6,10,46,50,"B1","Diesel","A",35,"Pays-de-la-Loire",1128,"[45,55)","[49,60)"
"1151857",1,1,6,8,33,71,"B2","Diesel","A",16,"Centre",1128.12,"[25,35)","[70,80)"
"1151863",1,1,4,6,37,57,"B2","Regular","C",187,"Rhone-Alpes",422.82,"[35,45)","[49,60)"
"1151947",1,0.34,8,0,57,50,"B2","Diesel","A",16,"Centre",830.26,"[55,65)","[49,60)"
"1151966",1,1,7,3,64,77,"B1","Diesel","B",59,"Centre",591.5,"[55,65)","[70,80)"
"1151982",1,1,7,11,60,50,"B6","Diesel","C",476,"Poitou-Charentes",1048,"[55,65)","[49,60)"
"1151998",1,1,13,11,55,56,"B11","Regular","E",9307,"Rhone-Alpes",864.24,"[55,65)","[49,60)"
"1152016",2,0.92,5,1,81,50,"B10","Diesel","C",451,"Pays-de-la-Loire",16332.64,"[65,100]","[49,60)"
"1152120",1,0.91,4,5,53,50,"B6","Regular","C",249,"Ile-de-France",1507.1,"[45,55)","[49,60)"
